pc11_state_id,pc11_district_id,year,nightlights_category,viirs_annual_mean,viirs_annual_sum,viirs_annual_num_cells,pc11_district_name,zone_indicator,num_sezs,mean_distance_to_chennai_km,coastal_district,mean_population_density_per_sq_km,current_districts_mapped,district_type,log_viirs_mean
33,615,2017,average-masked,0.5813808666828967,4797.143449204747,8251.292266591325,Perambalur,0,0,255,0,321,Perambalur,Non-SEZ district,0.4582984316077369
33,616,2017,average-masked,0.7065571560283286,6541.15764742794,9257.789821557875,Ariyalur,0,0,251.9,0,390,Ariyalur,Non-SEZ district,0.5344779819349047
33,617,2017,average-masked,1.4103776349945718,24565.86909572212,17417.937214962054,Cuddalore,0,0,158.5,1,704,Cuddalore,Non-SEZ district,0.8797834302456761
33,618,2017,average-masked,0.7557095642752213,9171.359399280758,12136.090150025742,Nagapattinam,0,0,245.95000000000002,1,694,Nagapattinam; Mayiladuthurai,Non-SEZ district,0.5628730853348441
33,619,2017,average-masked,0.5386114314902117,5786.154139287838,10742.7243481983,Thiruvarur,0,0,266.7,1,533,Tiruvarur,Non-SEZ district,0.430880341815052
33,620,2017,average-masked,0.850300580714703,13891.954087330518,16337.697988697026,Thanjavur,0,0,283.5,0,691,Thanjavur,Non-SEZ district,0.6153481019544292
33,621,2017,average-masked,0.4416410509803593,10038.322784463862,22729.59626869081,Pudukkottai,0,0,340.2,0,348,Pudukkottai,Non-SEZ district,0.3657820834517691
33,622,2017,average-masked,0.3450584812300411,6900.646919888365,19998.485170656888,Sivaganga,0,0,409.1,0,324,Sivaganga,Non-SEZ district,0.2964374925769863
33,623,2017,average-masked,0.938928858639144,16586.06952328577,17664.88416100569,Madurai,1,2,422.1,0,819,Madurai,SEZ district,0.6621356858706405
33,624,2017,average-masked,0.3781298224924643,4934.4311101038,13049.568736943878,Theni,0,0,457.5,0,433,Theni,Non-SEZ district,0.320727378961211
33,625,2017,average-masked,0.6247354092602129,12810.23516669658,20505.05698382929,Virudhunagar,0,0,464.8,0,454,Virudhunagar,Non-SEZ district,0.48534497745362165
33,626,2017,average-masked,0.333802435004806,6501.016170393476,19475.6403448641,Ramanathapuram,0,0,442,1,320,Ramanathapuram,Non-SEZ district,0.28803383682904177
33,627,2017,average-masked,0.8217192140009489,18307.25205296144,22279.20649904664,Thoothukkudi,1,1,533.8,1,378,Thoothukudi,SEZ district,0.5997806782905367
33,628,2017,average-masked,0.7989072533567665,25229.819017436814,31580.410506261836,Tirunelveli,1,3,559.25,0,435,Tirunelveli; Tenkasi,SEZ district,0.5871793990850878
33,629,2017,average-masked,1.1222899524418468,9043.359083271687,8057.952460142233,Kanniyakumari,0,0,630.5,1,1119,Kanniyakumari,Non-SEZ district,0.7524956719702734
33,630,2017,average-masked,0.4257356794108236,9044.548295270306,21244.51562947948,Dharmapuri,0,0,252.7,0,335,Dharmapuri,Non-SEZ district,0.35468794675425047
33,631,2017,average-masked,0.6926931487550915,17061.755935894595,24631.044736847754,Krishnagiri,1,3,231.7,0,370,Krishnagiri,SEZ district,0.5263208396801126
33,632,2017,average-masked,1.5448161265869371,34642.33433856747,22424.89170222804,Coimbatore,1,4,427.4,0,748,Coimbatore,SEZ district,0.9340583985071197
33,633,2017,average-masked,0.9416716697939624,23165.98570805953,24600.916063587472,Tiruppur,0,0,386.8,0,478,Tiruppur,Non-SEZ district,0.6635492874982554
33,602,2019,average-masked,4.215666176896055,72139.870507752,17112.329933312634,Thiruvallur,1,4,39.8,1,1098,Tiruvallur,SEZ district,1.651666822748065
33,603,2019,average-masked,29.17302291032475,24887.835235781266,853.1112909445219,Chennai,1,5,0,1,26553,Chennai,SEZ district,3.406948244052417
33,604,2019,average-masked,2.996901453724812,61762.68430984049,20608.847258916845,Kancheepuram,1,20,60.650000000000006,1,909.5,Kancheepuram; Chengalpattu,SEZ district,1.3855194243651534
33,605,2019,average-masked,1.078719005880994,31825.60615552848,29503.14769835392,Vellore,1,1,141.43333333333334,0,529.3333333333334,Vellore; Ranipet; Tirupathur,SEZ district,0.7317518414347687
33,606,2019,average-masked,0.5732879844389309,16972.292888562177,29605.178111613008,Tiruvannamalai,1,1,161,0,399,Tiruvannamalai,SEZ district,0.45316768706411864
33,607,2019,average-masked,0.7720324993301502,26531.69268913967,34366.030849944465,Viluppuram,0,0,179.65,1,456,Viluppuram; Kallakurichi,Non-SEZ district,0.5721271924944734
33,608,2019,average-masked,1.3342228865817547,33526.782917114506,25128.322452187334,Salem,1,1,279.5,0,663,Salem,SEZ district,0.8476790248412689
33,609,2019,average-masked,1.066740837115465,17569.956701983992,16470.68912210605,Namakkal,0,0,308.5,0,506,Namakkal,Non-SEZ district,0.7259728916657819
33,610,2019,average-masked,0.7147141076015048,19693.430288200365,27554.276708331905,Erode,1,2,338.4,0,394,Erode,SEZ district,0.539246365614735
33,611,2019,average-masked,0.3299086430527844,4042.297810928935,12252.77935589635,The Nilgiris,0,0,430.7,0,287,Nilgiris,Non-SEZ district,0.2851102504404385
33,612,2019,average-masked,0.579364462881279,17026.166551727765,29387.66120906642,Dindigul,0,0,391.6,0,357,Dindigul,Non-SEZ district,0.4570225274364616
33,613,2019,average-masked,0.7879103363609946,10788.471913660642,13692.51222605832,Karur,0,0,335.6,0,371,Karur,Non-SEZ district,0.5810475280447889
33,614,2019,average-masked,1.150005427091062,24007.07619828244,20875.61991686276,Tiruchirappalli,1,1,306.6,0,602,Tiruchirappalli,SEZ district,0.7654703663647865
33,615,2019,average-masked,0.658412746639589,5432.756004572394,8251.292266591325,Perambalur,0,0,255,0,321,Perambalur,Non-SEZ district,0.5058609682167382
33,616,2019,average-masked,0.84725050819114045,7843.667131041677,9257.789821557875,Ariyalur,0,0,251.9,0,390,Ariyalur,Non-SEZ district,0.6136983217934385
33,617,2019,average-masked,1.413939354878896,24627.90690904456,17417.937214962054,Cuddalore,0,0,158.5,1,704,Cuddalore,Non-SEZ district,0.8812600001057922
33,618,2019,average-masked,1.088473879796722,13209.817131161302,12136.090150025742,Nagapattinam,0,0,245.95000000000002,1,694,Nagapattinam; Mayiladuthurai,Non-SEZ district,0.7364335981958792
33,619,2019,average-masked,0.7415610774146764,7966.386242018807,10742.7243481983,Thiruvarur,0,0,266.7,1,533,Tiruvarur,Non-SEZ district,0.5547818819371294
33,620,2019,average-masked,1.126848866995496,18410.11646787784,16337.697988697026,Thanjavur,0,0,283.5,0,691,Thanjavur,Non-SEZ district,0.7546414791545828
33,621,2019,average-masked,0.5963330107875942,13554.408576894855,22729.59626869081,Pudukkottai,0,0,340.2,0,348,Pudukkottai,Non-SEZ district,0.4677091306382145
33,622,2019,average-masked,0.4011313684026156,8022.019722485014,19998.485170656888,Sivaganga,0,0,409.1,0,324,Sivaganga,Non-SEZ district,0.33728003055540595
33,623,2019,average-masked,1.08709229522749,19203.35946751541,17664.88416100569,Madurai,1,2,422.1,0,819,Madurai,SEZ district,0.7357718509923918
33,624,2019,average-masked,0.4187298878646247,5464.244453902223,13049.568736943878,Theni,0,0,457.5,0,433,Theni,Non-SEZ district,0.3497620261926464
33,625,2019,average-masked,0.7265250637452506,14897.437832276571,20505.05698382929,Virudhunagar,0,0,464.8,0,454,Virudhunagar,Non-SEZ district,0.5461107548263786
33,626,2019,average-masked,0.3790707171439881,7382.644952366022,19475.6403448641,Ramanathapuram,0,0,442,1,320,Ramanathapuram,Non-SEZ district,0.32140987896403683
33,627,2019,average-masked,0.8687668288420735,19355.435579294463,22279.20649904664,Thoothukkudi,1,1,533.8,1,378,Thoothukudi,SEZ district,0.6252787635167518
33,628,2019,average-masked,0.9039184439673252,28546.115524669563,31580.410506261836,Tirunelveli,1,3,559.25,0,435,Tirunelveli; Tenkasi,SEZ district,0.6439141014009948
33,629,2019,average-masked,1.249339012311597,10067.1143678079,8057.952460142233,Kanniyakumari,0,0,630.5,1,1119,Kanniyakumari,Non-SEZ district,0.8106364007508351
33,630,2019,average-masked,0.4455412427182641,9465.307894505871,21244.51562947948,Dharmapuri,0,0,252.7,0,335,Dharmapuri,Non-SEZ district,0.3684838138681833
33,631,2019,average-masked,0.8098028907723892,19946.291230643357,24631.044736847754,Krishnagiri,1,3,231.7,0,370,Krishnagiri,SEZ district,0.5932179392219333
33,632,2019,average-masked,1.7132094055114877,38418.53538183359,22424.89170222804,Coimbatore,1,4,427.4,0,748,Coimbatore,SEZ district,0.9981322166588518
33,633,2019,average-masked,1.1056409210439146,27199.779495068888,24600.916063587472,Tiruppur,0,0,386.8,0,478,Tiruppur,Non-SEZ district,0.7446198963463734
